Site,SiteType,Year,Parameter,Max,Min,Avg,Count,Provenance
Big Glen Lake,Lake,2018,Total Phosphorus,6.71403565281295,3.5464567534722127,5.833463884903223,22,simulated
Big Glen Lake,Lake,2019,Total Phosphorus,6.4658129493638405,4.410207844950902,5.210255416622498,24,simulated
Big Glen Lake,Lake,2020,Total Phosphorus,6.8813160852813,4.298732927969791,5.814680213565547,29,simulated
Big Glen Lake,Lake,2021,Total Phosphorus,7.085824272831723,4.042325790411836,5.6448644417482665,26,simulated
Big Glen Lake,Lake,2022,Total Phosphorus,6.5299134438752215,4.239641683982172,5.79305695496899,33,simulated
Big Glen Lake,Lake,2023,Total Phosphorus,7.150268718050519,4.38867302341696,5.664847208045039,28,simulated
Big Glen Lake,Lake,2024,Total Phosphorus,7.768054943993691,4.611996228975631,5.983768230260138,27,simulated
Big Glen Lake,Lake,2025,Total Phosphorus,6.115463908842774,4.231833549965637,5.58049578601205,26,simulated
Cedar Lake (Leelanau),Lake,2000,Chlorophyll-a,9.383913833663417,4.4663129881972345,6.472524318359674,18,simulated
Cedar Lake (Leelanau),Lake,2001,Chlorophyll-a,9.151061203841783,4.061594814918804,6.908179186029508,21,simulated
Cedar Lake (Leelanau),Lake,2002,Chlorophyll-a,9.033345850995897,4.553676472806671,7.060734542850144,19,simulated
Cedar Lake (Leelanau),Lake,2003,Chlorophyll-a,7.865872814435783,4.339017327465993,6.274561401777092,16,simulated
Cedar Lake (Leelanau),Lake,2004,Chlorophyll-a,7.757606474624753,3.7072630293814584,6.04831916307957,23,simulated
Cedar Lake (Leelanau),Lake,2005,Chlorophyll-a,7.442182157450834,3.2671747320050764,5.838774214540175,20,simulated
Cedar Lake (Leelanau),Lake,2006,Chlorophyll-a,9.27768253870646,4.4558383383964735,6.993060701969696,20,simulated
Cedar Lake (Leelanau),Lake,2007,Chlorophyll-a,8.289645178442026,4.303239589550215,6.252651882685843,18,simulated
Cedar Lake (Leelanau),Lake,2008,Chlorophyll-a,7.573628320450996,4.687754392373269,5.776578636266591,20,simulated
Cedar Lake (Leelanau),Lake,2009,Chlorophyll-a,9.520552325534789,5.55437100459249,7.044175366266929,19,simulated
Cedar Lake (Leelanau),Lake,2010,Chlorophyll-a,11.532174570075574,5.820737359000564,8.110812866562576,21,simulated
Cedar Lake (Leelanau),Lake,2011,Chlorophyll-a,9.687927447466397,5.1648562560745646,6.923176402142555,27,simulated
Cedar Lake (Leelanau),Lake,2012,Chlorophyll-a,8.648172795459448,5.212609967336693,7.376766704825227,18,simulated
Cedar Lake (Leelanau),Lake,2013,Chlorophyll-a,7.550348031805875,4.81390675502355,7.03880727401868,18,simulated
Cedar Lake (Leelanau),Lake,2014,Chlorophyll-a,9.764471706776817,4.468993923432874,6.98496681916236,27,simulated
Cedar Lake (Leelanau),Lake,2015,Chlorophyll-a,8.913649333877604,5.240857389689831,7.532509664783912,22,simulated
Cedar Lake (Leelanau),Lake,2016,Chlorophyll-a,8.978526157036285,4.481631454537072,6.960903503206141,21,simulated
Cedar Lake (Leelanau),Lake,2017,Chlorophyll-a,8.748420318052315,4.973557667142575,7.280012055723369,27,simulated
Cedar Lake (Leelanau),Lake,2018,Chlorophyll-a,8.39427304873277,6.415425856652522,7.345438508066807,22,simulated
Cedar Lake (Leelanau),Lake,2019,Chlorophyll-a,9.360157112184552,5.341058822789575,6.875917524782716,30,simulated
Cedar Lake (Leelanau),Lake,2020,Chlorophyll-a,10.731257133830574,5.457513833640474,7.767301986546725,27,simulated
Cedar Lake (Leelanau),Lake,2021,Chlorophyll-a,9.0543907642682,5.776605686065692,7.202870569102954,23,simulated
Cedar Lake (Leelanau),Lake,2022,Chlorophyll-a,7.417880815389363,4.393318399778953,6.937701137298788,32,simulated
Cedar Lake (Leelanau),Lake,2023,Chlorophyll-a,9.638274564548963,4.180522897156216,7.650182162402202,24,simulated
Cedar Lake (Leelanau),Lake,2024,Chlorophyll-a,9.343373977711877,3.9912609289948624,6.934675647483159,28,simulated
Cedar Lake (Leelanau),Lake,2025,Chlorophyll-a,8.750825769700846,5.290388273496278,7.460775946717125,27,simulated
Cedar Lake (Leelanau),Lake,2000,Chloride,9.932043392693584,4.351159695770914,7.558750961044249,26,simulated
Cedar Lake (Leelanau),Lake,2001,Chloride,9.142616840101365,5.536926403440963,6.987509338469944,22,simulated
Cedar Lake (Leelanau),Lake,2002,Chloride,9.050413998405936,4.506493456991308,6.714805084243915,18,simulated
Cedar Lake (Leelanau),Lake,2003,Chloride,9.241374501831688,5.367425760903199,7.269612072359571,23,simulated
Cedar Lake (Leelanau),Lake,2004,Chloride,7.9225554333164405,4.943201625879882,6.846464857170868,25,simulated
Cedar Lake (Leelanau),Lake,2005,Chloride,10.34862717180637,5.019396814957591,8.033962838233455,20,simulated
Cedar Lake (Leelanau),Lake,2006,Chloride,8.804808676813481,5.132235286739672,7.2948384851892785,22,simulated
Cedar Lake (Leelanau),Lake,2007,Chloride,8.677976589270292,5.002145034657444,7.133768744011618,23,simulated
Cedar Lake (Leelanau),Lake,2008,Chloride,9.670122658002118,4.899681829893405,7.424179605291476,21,simulated
Cedar Lake (Leelanau),Lake,2009,Chloride,9.216520819462195,5.25198663853812,6.812762637834017,25,simulated
Cedar Lake (Leelanau),Lake,2010,Chloride,8.84738974924613,5.67503551670942,7.027849836161415,23,simulated
Cedar Lake (Leelanau),Lake,2011,Chloride,10.298745254777568,6.619107973818379,8.03899976590223,25,simulated
Cedar Lake (Leelanau),Lake,2012,Chloride,10.09875330423176,6.505168064576693,7.2724196462908015,21,simulated
Cedar Lake (Leelanau),Lake,2013,Chloride,9.124263395319401,4.176807748797128,7.151553626586683,23,simulated
Cedar Lake (Leelanau),Lake,2014,Chloride,11.547010495824292,6.556367992811351,7.919449889932683,27,simulated
Cedar Lake (Leelanau),Lake,2015,Chloride,10.762844548134524,6.286191311499428,8.27333370685601,24,simulated
Cedar Lake (Leelanau),Lake,2016,Chloride,9.106430731776616,6.205127996074398,8.120815263063658,30,simulated
Cedar Lake (Leelanau),Lake,2017,Chloride,10.929571774670396,5.974204973505932,8.308905816628682,24,simulated
Cedar Lake (Leelanau),Lake,2018,Chloride,9.721468255111786,5.136055484432587,7.555468013837667,27,simulated
Cedar Lake (Leelanau),Lake,2019,Chloride,9.904622986760597,4.937165782175318,7.299965934770462,29,simulated
Cedar Lake (Leelanau),Lake,2020,Chloride,11.43404407732536,6.879710135582126,8.733492741173727,22,simulated
Cedar Lake (Leelanau),Lake,2021,Chloride,9.886735256480424,5.993029524603688,7.931109056527493,22,simulated
Cedar Lake (Leelanau),Lake,2022,Chloride,9.330446178666124,5.7849510004919305,8.02430797973289,23,simulated
Cedar Lake (Leelanau),Lake,2023,Chloride,10.978562747151981,6.73975077618481,8.845616261606848,31,simulated
Cedar Lake (Leelanau),Lake,2024,Chloride,10.17164561215834,5.281078067798119,8.535978135000118,26,simulated
Cedar Lake (Leelanau),Lake,2025,Chloride,10.366665035829664,6.026506528729319,8.550120018948652,36,simulated
Cedar Lake (Leelanau),Lake,2000,Nitrate,11.741468654432818,8.23479750419617,10.258328176667638,10,simulated
Cedar Lake (Leelanau),Lake,2001,Nitrate,11.581290956495671,8.794716590409372,10.636856564877682,6,simulated
Cedar Lake (Leelanau),Lake,2002,Nitrate,12.236744693787466,9.150031238609946,10.750683327278992,11,simulated
Cedar Lake (Leelanau),Lake,2003,Nitrate,12.41878104762604,9.474658302559625,10.743963307380046,10,simulated
Cedar Lake (Leelanau),Lake,2004,Nitrate,12.286674995945774,9.525714656644237,10.470923136465666,6,simulated
Cedar Lake (Leelanau),Lake,2005,Nitrate,11.67258812517155,9.224186874703136,10.394620847962054,14,simulated
Cedar Lake (Leelanau),Lake,2006,Nitrate,11.465856780364527,8.52345823253032,10.246441925054752,9,simulated
Cedar Lake (Leelanau),Lake,2007,Nitrate,11.23833399298982,8.239187705326376,10.278644615942442,9,simulated
Cedar Lake (Leelanau),Lake,2008,Nitrate,10.811027604004195,8.039969472600683,9.870285515874423,13,simulated
Cedar Lake (Leelanau),Lake,2009,Nitrate,10.9261910633204,8.714787564538408,9.771743378700066,16,simulated
Cedar Lake (Leelanau),Lake,2010,Nitrate,11.391968633600118,9.145958763256038,9.986621445879178,9,simulated
Cedar Lake (Leelanau),Lake,2011,Nitrate,11.518641107953187,8.606938387306219,9.917094378151376,13,simulated
Cedar Lake (Leelanau),Lake,2012,Nitrate,10.758583411830518,9.230310372938638,9.81432918175706,14,simulated
Cedar Lake (Leelanau),Lake,2013,Nitrate,11.981738566409845,8.716216930581016,10.123862197531606,15,simulated
Cedar Lake (Leelanau),Lake,2014,Nitrate,11.3614779594064,8.943701418498392,10.17648926135911,14,simulated
Cedar Lake (Leelanau),Lake,2015,Nitrate,11.154184819283032,8.826414284430703,9.90654458781652,13,simulated
Cedar Lake (Leelanau),Lake,2016,Nitrate,11.293333884833794,9.602395194760208,10.282183825145625,12,simulated
Cedar Lake (Leelanau),Lake,2017,Nitrate,9.842436894534224,8.12188154772099,9.513560479875569,15,simulated
Cedar Lake (Leelanau),Lake,2018,Nitrate,11.328551403586001,8.72315903641206,9.762876171371468,12,simulated
Cedar Lake (Leelanau),Lake,2019,Nitrate,11.078311249490046,8.804277997419986,9.593498673052895,6,simulated
Cedar Lake (Leelanau),Lake,2020,Nitrate,10.320548332514615,9.085210228818902,9.247341243861234,17,simulated
Cedar Lake (Leelanau),Lake,2021,Nitrate,10.990047762654449,8.508378095181115,9.731726591806185,19,simulated
Cedar Lake (Leelanau),Lake,2022,Nitrate,11.119691526346715,7.816704287728483,9.699892479744497,9,simulated
Cedar Lake (Leelanau),Lake,2023,Nitrate,10.822061794674198,8.213612982206946,10.13931988313933,13,simulated
Cedar Lake (Leelanau),Lake,2024,Nitrate,10.922242142557947,8.790295521662781,9.86977176047964,19,simulated
Cedar Lake (Leelanau),Lake,2025,Nitrate,10.85792162192347,8.41024476915759,9.384902288042436,23,simulated
Cedar Lake (Leelanau),Lake,2000,Secchi Depth,12.019519431370812,8.077559082337242,10.232696978672893,29,simulated
Cedar Lake (Leelanau),Lake,2001,Secchi Depth,12.221434636017534,9.019782342477175,10.460442687503264,26,simulated
Cedar Lake (Leelanau),Lake,2002,Secchi Depth,12.652861808787303,8.63815849193388,11.077450637949678,28,simulated
Cedar Lake (Leelanau),Lake,2003,Secchi Depth,12.130005931921907,8.64616965165933,10.32143827940578,27,simulated
Cedar Lake (Leelanau),Lake,2004,Secchi Depth,11.772219036042424,8.227709909655935,10.28164326132912,25,simulated
Cedar Lake (Leelanau),Lake,2005,Secchi Depth,12.164602515001828,8.523757572365454,10.42283569150301,29,simulated
Cedar Lake (Leelanau),Lake,2006,Secchi Depth,12.53764448487599,9.042643954145413,10.260365639827532,25,simulated
Cedar Lake (Leelanau),Lake,2007,Secchi Depth,11.883716194240682,9.32310184189991,10.696050365727524,32,simulated
Cedar Lake (Leelanau),Lake,2008,Secchi Depth,13.710450024645967,8.945949061496117,11.298566609402924,28,simulated
Cedar Lake (Leelanau),Lake,2009,Secchi Depth,13.213620821734086,9.266363633953892,10.813764564403922,30,simulated
Cedar Lake (Leelanau),Lake,2010,Secchi Depth,12.23778666882922,9.12649445785601,10.609843581426286,30,simulated
Cedar Lake (Leelanau),Lake,2011,Secchi Depth,11.227833249705839,9.409568202355397,10.614189901438866,29,simulated
Cedar Lake (Leelanau),Lake,2012,Secchi Depth,11.455580572245388,8.319654564856876,10.137096023809931,32,simulated
Cedar Lake (Leelanau),Lake,2013,Secchi Depth,13.569468135109899,8.251955292005558,11.11371600326165,29,simulated
Cedar Lake (Leelanau),Lake,2014,Secchi Depth,12.45693221146695,9.594290903770736,10.757466088581396,33,simulated
Cedar Lake (Leelanau),Lake,2015,Secchi Depth,11.93308070046031,9.016759616824494,10.73714223409943,27,simulated
Cedar Lake (Leelanau),Lake,2016,Secchi Depth,13.716619395054485,9.348414379873514,12.085309671788703,32,simulated
Cedar Lake (Leelanau),Lake,2017,Secchi Depth,13.150470068909677,9.263430188701037,10.966154244941242,37,simulated
Cedar Lake (Leelanau),Lake,2018,Secchi Depth,12.528838667498423,8.661587697337708,10.571411231835349,29,simulated
Cedar Lake (Leelanau),Lake,2019,Secchi Depth,12.302920080014825,9.558173367346363,10.719917703678153,30,simulated
Cedar Lake (Leelanau),Lake,2020,Secchi Depth,12.973318174273787,9.324441930157981,11.36449182912534,34,simulated
Cedar Lake (Leelanau),Lake,2021,Secchi Depth,12.514802865059334,9.326590888738401,10.974275859966006,33,simulated
Cedar Lake (Leelanau),Lake,2022,Secchi Depth,11.570892057796648,8.23816977121919,10.37699109888765,34,simulated
Cedar Lake (Leelanau),Lake,2023,Secchi Depth,14.013855791661006,8.890902567853892,11.33660815320442,35,simulated
Cedar Lake (Leelanau),Lake,2024,Secchi Depth,12.26422266278662,7.692426972920899,10.723381543761656,36,simulated
Cedar Lake (Leelanau),Lake,2025,Secchi Depth,14.314706429191617,9.564663292172241,11.760782054462693,37,simulated
Cedar Lake (Leelanau),Lake,2000,Total Phosphorus,8.808302632245672,4.950970054914052,6.534187234866834,22,simulated
Cedar Lake (Leelanau),Lake,2001,Total Phosphorus,9.63870448520225,5.026539760964405,6.877047556874007,17,simulated
Cedar Lake (Leelanau),Lake,2002,Total Phosphorus,10.115879838101247,5.537071384640577,7.344022087347309,21,simulated
Cedar Lake (Leelanau),Lake,2003,Total Phosphorus,9.10712234478791,4.31010632910778,6.487367444513301,20,simulated
Cedar Lake (Leelanau),Lake,2004,Total Phosphorus,8.14268835952044,5.265104316949861,6.118085106940941,24,simulated
Cedar Lake (Leelanau),Lake,2005,Total Phosphorus,8.840668215549616,5.6424655973432705,6.9241551053789205,27,simulated
Cedar Lake (Leelanau),Lake,2006,Total Phosphorus,7.302170567140458,5.224410867514697,6.402131156224201,18,simulated
Cedar Lake (Leelanau),Lake,2007,Total Phosphorus,6.950293867964633,3.6242703197316724,5.557204946184112,24,simulated
Cedar Lake (Leelanau),Lake,2008,Total Phosphorus,8.085106192589327,3.970886917011568,6.725308292613004,23,simulated
Cedar Lake (Leelanau),Lake,2009,Total Phosphorus,8.898540135100362,4.537523245585994,6.149908440848059,26,simulated
Cedar Lake (Leelanau),Lake,2010,Total Phosphorus,7.909549772661553,4.6778560898769035,6.295508461177429,25,simulated
Cedar Lake (Leelanau),Lake,2011,Total Phosphorus,8.235875755278556,4.653748192272211,6.430934301076027,23,simulated
Cedar Lake (Leelanau),Lake,2012,Total Phosphorus,8.347942221974353,4.0297569569520135,6.346115710990541,24,simulated
Cedar Lake (Leelanau),Lake,2013,Total Phosphorus,8.304004743987136,5.243846333811741,6.517024185271411,23,simulated
Cedar Lake (Leelanau),Lake,2014,Total Phosphorus,8.515345574551734,4.292953539625489,6.04655532928232,29,simulated
Cedar Lake (Leelanau),Lake,2015,Total Phosphorus,7.78596118032252,4.148889487050917,6.381394995328194,26,simulated
Cedar Lake (Leelanau),Lake,2016,Total Phosphorus,7.792664463364263,4.171453640619342,6.057432421287802,32,simulated
Cedar Lake (Leelanau),Lake,2017,Total Phosphorus,7.755734560999329,4.57475644374609,6.40771732636653,26,simulated
Cedar Lake (Leelanau),Lake,2018,Total Phosphorus,7.366358476215793,4.1030494297357585,6.33132759687621,25,simulated
Cedar Lake (Leelanau),Lake,2019,Total Phosphorus,6.98335412311865,5.426809986367834,5.7194346959224704,23,simulated
Cedar Lake (Leelanau),Lake,2020,Total Phosphorus,8.174441134619096,4.348184312142095,6.448479019724451,22,simulated
Cedar Lake (Leelanau),Lake,2021,Total Phosphorus,7.186166294087409,4.549920675832456,5.814978161730541,23,simulated
Cedar Lake (Leelanau),Lake,2022,Total Phosphorus,7.633576074983399,5.518726120815328,6.285686285850507,29,simulated
Cedar Lake (Leelanau),Lake,2023,Total Phosphorus,7.0474877629198565,4.191607511602269,6.093961440286982,30,simulated
Cedar Lake (Leelanau),Lake,2024,Total Phosphorus,8.348531308934016,4.0807535937839035,6.605303116769839,24,simulated
Cedar Lake (Leelanau),Lake,2025,Total Phosphorus,6.686042675983009,4.31092100634927,5.821642201168996,32,simulated
Crystal Lake,Lake,2000,Chlorophyll-a,6.8417731482879365,5.363558950446318,6.375726142999159,18,simulated
Crystal Lake,Lake,2001,Chlorophyll-a,8.170565118207072,5.70628128165148,6.730798776844312,17,simulated
Crystal Lake,Lake,2002,Chlorophyll-a,7.107041097881549,5.6473655859267025,6.598522166931318,16,simulated
Crystal Lake,Lake,2003,Chlorophyll-a,7.644823990987914,5.422792584299426,6.363416323933461,17,simulated
Crystal Lake,Lake,2004,Chlorophyll-a,7.534790897275071,5.830861873234506,6.24923566747162,17,simulated
Crystal Lake,Lake,2005,Chlorophyll-a,6.608119459420885,5.219553693100473,5.988726342566567,17,simulated
Crystal Lake,Lake,2006,Chlorophyll-a,7.196524946731009,5.339515009385705,6.341680768450274,18,simulated
Crystal Lake,Lake,2007,Chlorophyll-a,7.1515523508906025,5.440324127075702,6.485217434541811,23,simulated
Crystal Lake,Lake,2008,Chlorophyll-a,7.244781833870398,5.660205306246577,6.333775433234365,21,simulated
Crystal Lake,Lake,2009,Chlorophyll-a,7.47403695580297,5.167535144578232,6.558828881143698,18,simulated
Crystal Lake,Lake,2010,Chlorophyll-a,7.893746724764301,5.880002250818442,6.635034429550887,22,simulated
Crystal Lake,Lake,2011,Chlorophyll-a,8.004756477075006,5.284315646399212,6.59271280983836,19,simulated
Crystal Lake,Lake,2012,Chlorophyll-a,7.943319425003054,5.389903993476881,6.5209645661397815,24,simulated
Crystal Lake,Lake,2013,Chlorophyll-a,7.603084525220048,5.905889919347059,6.741418527682275,22,simulated
Crystal Lake,Lake,2014,Chlorophyll-a,7.819483200912773,5.224192175116156,6.834639395951056,20,simulated
Crystal Lake,Lake,2015,Chlorophyll-a,6.994292731724426,5.858212410507668,6.499671258325047,22,simulated
Crystal Lake,Lake,2016,Chlorophyll-a,7.9543201363564915,5.726570137211741,7.123848577136712,17,simulated
Crystal Lake,Lake,2017,Chlorophyll-a,8.139079792336386,5.434685142755905,6.792479591437007,18,simulated
Crystal Lake,Lake,2018,Chlorophyll-a,8.413025433024682,6.008309791765049,6.849531514682411,18,simulated
Crystal Lake,Lake,2019,Chlorophyll-a,7.727162453872975,5.509469227434843,7.045103616563408,23,simulated
Crystal Lake,Lake,2020,Chlorophyll-a,7.839593891872652,5.969981017887097,6.959747232336892,28,simulated
Crystal Lake,Lake,2021,Chlorophyll-a,8.25745590157193,5.967707962727614,7.164645931567842,29,simulated
Crystal Lake,Lake,2022,Chlorophyll-a,8.204109655230557,5.866495194035731,7.032085016669813,25,simulated
Crystal Lake,Lake,2023,Chlorophyll-a,7.637197716565986,5.831508639038578,6.840890372936551,25,simulated
Crystal Lake,Lake,2024,Chlorophyll-a,8.342436523046615,5.751131077991199,7.110200597048832,18,simulated
